league Division 1
team South Long Hill
stadium SLH Arena
DEF 91
ssnGoals 0
cGoals 0
end player
player name Leighton Sawicki
ovr 82
pos RB
37 DRI
29 FIN
29 PAS
77 TAC
63 HEA
86 MAR
PAC 94
PHY 89
ATT 32
DEF 80
ssnGoals 0
cGoals 0
end player
player name Archer Polak
ovr 82
pos CB
28 DRI
26 FIN
26 PAS
76 TAC
87 HEA
92 MAR
PAC 87
PHY 41
ATT 26
DEF 88
ssnGoals 4
cGoals 5
end player
player name Aryan Quiring
ovr 82
pos CB
24 DRI
27 FIN
32 PAS
84 TAC
81 HEA
70 MAR
PAC 77
PHY 93
ATT 27
DEF 80
ssnGoals 0
cGoals 0
end player
player name Archer Davio
ovr 84
pos LB
33 DRI
29 FIN
33 PAS
88 TAC
77 HEA
80 MAR
PAC 43
PHY 81
ATT 32
DEF 84
ssnGoals 15
cGoals 37
end player
player name Saul Nuse
ovr 79
pos CM
80 DRI
65 FIN
79 PAS
50 TAC
53 HEA
50 MAR
PAC 82
PHY 33
ATT 78
DEF 50
ssnGoals 0
cGoals 0
end player
player name Roland Weinzierl
ovr 79
pos CM
80 DRI
67 FIN
71 PAS
48 TAC
49 HEA
50 MAR
PAC 89
PHY 93
ATT 77
DEF 49
ssnGoals 0
cGoals 0
end player
player name Baker Masiellostein
ovr 81
pos RM
58 DRI
49 FIN
54 PAS
85 TAC
69 HEA
81 MAR
PAC 80
PHY 81
ATT 54
DEF 81
ssnGoals 0
cGoals 0
end player
player name Enrique Hund
ovr 82
pos LM
48 DRI
46 FIN
44 PAS
78 TAC
89 HEA
91 MAR
PAC 94
PHY 48
ATT 48
DEF 87
ssnGoals 0
cGoals 0
end player
player name Luca Leimbach
ovr 81
pos ST
67 DRI
85 FIN
77 PAS
15 TAC
17 HEA
22 MAR
PAC 90
PHY 92
ATT 79
DEF 21
ssnGoals 0
cGoals 0
end player
player name Leandro Sanderson
ovr 78
pos ST
67 DRI
76 FIN
83 PAS
28 TAC
23 HEA
24 MAR
PAC 56
PHY 36
ATT 81
DEF 25
ssnGoals 0
cGoals 0
end player
player name Rowan Senseney
ovr 79
pos ST
79 DRI
68 FIN
74 PAS
23 TAC
27 HEA
22 MAR
PAC 94
PHY 88
ATT 76
DEF 23
ssnGoals 0
cGoals 0
end player
player name Trevor Stepanski
ovr 81
pos RM
44 DRI
46 FIN
50 PAS
83 TAC
79 HEA
70 MAR
PAC 94
PHY 89
ATT 48
DEF 79
ssnGoals 0
cGoals 0
end player
player name Bryson Porchiaov
ovr 81
pos CM
83 DRI
80 FIN
72 PAS
44 TAC
50 HEA
49 MAR
PAC 81
PHY 80
ATT 81
DEF 50
ssnGoals 28
cGoals 65
end player
player name Jack Rohrbaugh
ovr 79
pos ST
77 DRI
80 FIN
67 PAS
27 TAC
33 HEA
22 MAR
PAC 93
PHY 93
ATT 76
DEF 29
ssnGoals 0
cGoals 0
end player
player name Rhett Roye
ovr 81
pos RB
25 DRI
27 FIN
27 PAS
67 TAC
90 HEA
81 MAR
PAC 92
PHY 69
ATT 27
DEF 83
ssnGoals 0
cGoals 0
end player
player name Harley Biser
ovr 79
pos GK
21 DRI
24 FIN
21 PAS
72 TAC
77 HEA
83 MAR
PAC 94
PHY 72
ATT 26
DEF 80
ssnGoals 0
cGoals 0
end player
player name Turner Figgs-Gess
ovr 83
pos ST
84 DRI
70 FIN
86 PAS
19 TAC
16 HEA
25 MAR
PAC 85
PHY 50
ATT 82
DEF 23
ssnGoals 42
cGoals 73
end player
player name Tripp Newell
ovr 81
pos CB
30 DRI
23 FIN
31 PAS
67 TAC
87 HEA
81 MAR
PAC 94
PHY 77
ATT 29
DEF 81
ssnGoals 0
cGoals 0
end player
player name Aydin Perrin
ovr 82
pos GK
22 DRI
24 FIN
16 PAS
79 TAC
70 HEA
87 MAR
PAC 82
PHY 81
ATT 22
DEF 82
ssnGoals 0
cGoals 0
end player
player name Tanner Sjostrom
ovr 82
pos GK
23 DRI
27 FIN
23 PAS
83 TAC
66 HEA
79 MAR
PAC 59
PHY 94
ATT 23
DEF 80
ssnGoals 0
cGoals 0
end player
player name Harley Tam
ovr 78
pos RM
48 DRI
45 FIN
46 PAS
80 TAC
63 HEA
79 MAR
PAC 89
PHY 80
ATT 51
DEF 77
ssnGoals 0
cGoals 0
end player
player name Stetson Stagnitta
ovr 81
pos GK
29 DRI
18 FIN
19 PAS
82 TAC
82 HEA
64 MAR
PAC 72
PHY 84
ATT 22
DEF 80
ssnGoals 0
cGoals 0
end player
player name Marcus Pathak
ovr 81
pos ST
83 DRI
66 FIN
88 PAS
17 TAC
17 HEA
20 MAR
PAC 93
PHY 61
ATT 79
DEF 20
ssnGoals 0
cGoals 0
end player
player name Ahmad Jarvi
ovr 83
pos LM
76 DRI
80 FIN
88 PAS
45 TAC
50 HEA
54 MAR
PAC 72
PHY 66
ATT 84
DEF 49
ssnGoals 0
cGoals 0
end player
end team Robinson FC
team Temple United
stadium Temple Lane
teamAvg 86
formation 433
gp 30
gs 42
ga 36
gd 6
pts 42
player name Bodhi Bater
ovr 85
pos GK
25 DRI
22 FIN
22 PAS
85 TAC
85 HEA
66 MAR
PAC 84
PHY 92
ATT 25
DEF 83
ssnGoals 0
cGoals 0
end player
player name Wilson Rochlin
ovr 86
pos RB
33 DRI
29 FIN
28 PAS
84 TAC
72 HEA
87 MAR
PAC 83
PHY 94
ATT 33
DEF 84
ssnGoals 0
cGoals 0
end player
player name Samir Dura
ovr 87
pos CB
31 DRI
35 FIN
36 PAS
94 TAC
76 HEA
92 MAR
PAC 87
PHY 71
ATT 33
DEF 89
ssnGoals 0
cGoals 0
end player
player name Krew Reisdorf
ovr 89
pos CB
30 DRI
25 FIN
27 PAS
74 TAC
87 HEA
90 MAR
PAC 60
PHY 93
ATT 26
DEF 88
ssnGoals 1
cGoals 1
end player
player name Braydon Cumberbatch
ovr 88
pos LB
31 DRI
31 FIN
25 PAS
88 TAC
82 HEA
99 MAR
PAC 48
PHY 39
ATT 31
DEF 96
ssnGoals 17
cGoals 30
end player
player name Brennan Lundeen
ovr 85
pos CM
78 DRI
88 FIN
91 PAS
59 TAC
59 HEA
65 MAR
PAC 68
PHY 79
ATT 87
DEF 61
ssnGoals 0
cGoals 0
end player
player name Nikolas Raue
ovr 86
pos CM
85 DRI
72 FIN
87 PAS
61 TAC
60 HEA
52 MAR
PAC 90
PHY 93
ATT 85
DEF 59
ssnGoals 0
cGoals 0
end player
player name Kasen Yenneystein
ovr 87
pos RM
79 DRI
94 FIN
99 PAS
56 TAC
61 HEA
62 MAR
PAC 36
PHY 77
ATT 95
DEF 62
ssnGoals 0
cGoals 0
end player
player name Edison Santulli
ovr 85
pos LM
57 DRI
56 FIN
60 PAS
93 TAC
91 HEA
77 MAR
PAC 90
PHY 48
ATT 58
DEF 91
ssnGoals 0
cGoals 0
end player
player name Clayton Sanderson
ovr 85
pos ST
88 DRI
91 FIN
77 PAS
25 TAC
31 HEA
32 MAR
PAC 57
PHY 70
ATT 89
DEF 30
ssnGoals 0
cGoals 0
end player
player name Archer Hoekstra
ovr 87
pos ST
84 DRI
89 FIN
68 PAS
25 TAC
31 HEA
23 MAR
PAC 92
PHY 41
ATT 86
DEF 27
ssnGoals 45
cGoals 96
end player
player name Alberto Gering
ovr 87
pos CM
93 DRI
76 FIN
90 PAS
56 TAC
59 HEA
63 MAR
PAC 71
PHY 33
ATT 89
DEF 60
ssnGoals 25
cGoals 43
end player
player name Tadeo Besser-Zografos
ovr 86
pos CB
37 DRI
34 FIN
42 PAS
77 TAC
93 HEA
97 MAR
PAC 76
PHY 58
ATT 36
DEF 90
ssnGoals 0
cGoals 0
end player
player name Khalil Alcantar
ovr 83
pos RM
56 DRI
59 FIN
54 PAS
86 TAC
72 HEA
90 MAR
PAC 36
PHY 66
ATT 56
DEF 85
ssnGoals 0
cGoals 0
end player
player name Donald Hovious
ovr 88
pos CB
39 DRI
34 FIN
28 PAS
97 TAC
92 HEA
82 MAR
PAC 84
PHY 49
ATT 33
DEF 94
ssnGoals 0
cGoals 0
end player
player name Kyler Vicari
ovr 91
pos RM
87 DRI
92 FIN
97 PAS
55 TAC
58 HEA
53 MAR
PAC 78
PHY 54
ATT 93
DEF 57
ssnGoals 0
cGoals 0
end player
player name Forrest Pixler
ovr 84
pos CM
93 DRI
92 FIN
77 PAS
54 TAC
55 HEA
49 MAR
PAC 66
PHY 94
ATT 87
DEF 55
ssnGoals 0
cGoals 0
end player
player name Uriah Leinenbach
ovr 87
pos LB
26 DRI
20 FIN
22 PAS
91 TAC
72 HEA
93 MAR
PAC 63
PHY 59
ATT 24
DEF 91
ssnGoals 0
cGoals 0
end player
player name Ayden Contrino
ovr 86
pos LM
93 DRI
80 FIN
94 PAS
62 TAC
58 HEA
59 MAR
PAC 52
PHY 94
ATT 91
DEF 59
ssnGoals 0
cGoals 0
end player
player name Zechariah Pupillo
ovr 87
pos CB
17 DRI
17 FIN
17 PAS
70 TAC
81 HEA
87 MAR
PAC 76
PHY 95
ATT 19
DEF 85
ssnGoals 0
cGoals 0
end player
player name Ryker Warsaw
ovr 87
pos ST
96 DRI
81 FIN
93 PAS
25 TAC
24 HEA
24 MAR
PAC 41
PHY 53
ATT 94
DEF 24
ssnGoals 0
cGoals 0
end player
player name Dexter Shrier
ovr 85
pos LM
90 DRI
75 FIN
77 PAS
59 TAC
55 HEA
58 MAR
PAC 89
PHY 41
ATT 84
DEF 58
ssnGoals 0
cGoals 0
end player
player name Eugene Rosse
ovr 86
pos CM
63 DRI
61 FIN
66 PAS
81 TAC
89 HEA
84 MAR
PAC 76
PHY 82
ATT 65
DEF 86
ssnGoals 0
cGoals 0
end player
player name King Engelson
ovr 86
pos LM
92 DRI
74 FIN
92 PAS
56 TAC
49 HEA
54 MAR
PAC 60
PHY 57
ATT 90
DEF 53
ssnGoals 0
cGoals 0
end player
player name Ruben Bybee
ovr 84
pos LM
84 DRI
74 FIN
85 PAS
57 TAC
55 HEA
62 MAR
PAC 89
PHY 94
ATT 83
DEF 61
ssnGoals 0
cGoals 0
end player
end team Temple United
team Ooltewah FC
stadium Ooltewah Arena
teamAvg 81
formation 433
gp 30
gs 46
ga 38
gd 8
pts 50
player name Kairo Guadagnoli
ovr 81
pos GK
23 DRI
24 FIN
18 PAS
71 TAC
78 HEA
82 MAR
PAC 82
PHY 85
ATT 24
DEF 80
ssnGoals 0
cGoals 0
end player
player name Jonas Kueker
ovr 82
pos RB
21 DRI
24 FIN
26 PAS
74 TAC
86 HEA
83 MAR
PAC 92
PHY 65
ATT 24
DEF 84
ssnGoals 0
cGoals 0
end player
player name Owen Lina
ovr 79
pos CB
22 DRI
17 FIN
22 PAS
79 TAC
85 HEA
69 MAR
PAC 94
PHY 55
ATT 18
DEF 83
ssnGoals 0
cGoals 0
end player
player name Fisher Rodich
ovr 84
pos CB
34 DRI
30 FIN
32 PAS
96 TAC
94 HEA
83 MAR
PAC 58
PHY 42
ATT 31
DEF 91
ssnGoals 5
cGoals 10
end player
player name Orlando McMinn
ovr 80
pos LB
29 DRI
30 FIN
30 PAS
70 TAC
75 HEA
85 MAR
PAC 82
PHY 82
ATT 31
DEF 79
ssnGoals 12
cGoals 24
end player
player name Jason Bangert
ovr 83
pos CM
72 DRI
79 FIN
87 PAS
56 TAC
54 HEA
52 MAR
PAC 67
PHY 91
ATT 85
DEF 54
ssnGoals 17
cGoals 26
end player
player name Brennan Hearty
ovr 81
pos CM
87 DRI
85 FIN
67 PAS
55 TAC
58 HEA
54 MAR
PAC 62
PHY 87
ATT 84
DEF 56
ssnGoals 0
cGoals 0
end player
player name Emilio Gawthrop
ovr 77
pos RM
51 DRI
51 FIN
47 PAS
71 TAC
79 HEA
79 MAR
PAC 87
PHY 73
ATT 52
DEF 77
ssnGoals 0
cGoals 0
end player
player name Julio Flud
ovr 84
pos LM
61 DRI
55 FIN
66 PAS
79 TAC
85 HEA
86 MAR
PAC 91
PHY 80
ATT 62
DEF 84
ssnGoals 0
cGoals 0
end player
player name Stefan Bank
ovr 83
pos ST
81 DRI
83 FIN
65 PAS
29 TAC
28 HEA
31 MAR
PAC 92
PHY 93
ATT 81
DEF 31
ssnGoals 0
cGoals 0
end player
player name Oakley Ernesti
ovr 84
pos ST
86 DRI
79 FIN
93 PAS
28 TAC
30 HEA
23 MAR
PAC 59
PHY 89
ATT 88
DEF 24
ssnGoals 0
cGoals 0
end player
player name Alaric Rogow
ovr 82
pos RM
83 DRI
74 FIN
92 PAS
52 TAC
55 HEA
56 MAR
PAC 32
PHY 81
ATT 90
DEF 53
ssnGoals 0
cGoals 0
end player
player name Baker Gates
ovr 80
pos LB
38 DRI
36 FIN
40 PAS
92 TAC
84 HEA
71 MAR
PAC 75
PHY 36
ATT 38
DEF 87
ssnGoals 0
cGoals 0
end player
player name Ahmad Mainer
ovr 83
pos CM
50 DRI
42 FIN
46 PAS
80 TAC
75 HEA
85 MAR
PAC 82
PHY 91
ATT 48
DEF 81
ssnGoals 0
cGoals 0
end player
player name Harry Redus
ovr 78
pos GK
25 DRI
27 FIN
27 PAS
73 TAC
80 HEA
65 MAR
PAC 80
PHY 82
ATT 27
DEF 77
ssnGoals 0
cGoals 0
end player
player name Lennon Zendejas
ovr 81
pos RM
91 DRI
80 FIN
90 PAS
46 TAC
52 HEA
51 MAR
PAC 42
PHY 94
ATT 87
DEF 52
ssnGoals 0
cGoals 0
end player
player name Caden Satow
ovr 82
pos CM
65 DRI
80 FIN
83 PAS
49 TAC
51 HEA
51 MAR
PAC 85
PHY 94
ATT 81
DEF 51
ssnGoals 0
cGoals 0
end player
player name Bowie Findling
ovr 80
pos LM
85 DRI
66 FIN
79 PAS
48 TAC
49 HEA
48 MAR
PAC 58
PHY 90
ATT 83
DEF 51
ssnGoals 0
cGoals 0
end player
player name Hezekiah Licht
ovr 78
pos LM
51 DRI
52 FIN
46 PAS
71 TAC
84 HEA
79 MAR
PAC 83
PHY 52
ATT 52
DEF 82
ssnGoals 0
cGoals 0
end player
player name Alonzo Urquiza
ovr 81
pos RM
77 DRI
66 FIN
83 PAS
50 TAC
52 HEA
48 MAR
PAC 89
PHY 83
ATT 79
DEF 50
ssnGoals 0
cGoals 0
end player
player name Gregory Pietrantonio
ovr 83
pos GK
23 DRI
26 FIN
26 PAS
91 TAC
95 HEA
82 MAR
PAC 83
PHY 31
ATT 27
DEF 91
ssnGoals 0
cGoals 0
end player
player name Omar Nanninga
ovr 81
pos GK
21 DRI
27 FIN
23 PAS
78 TAC
64 HEA
81 MAR
PAC 51
PHY 88
ATT 23
DEF 79
ssnGoals 0
cGoals 0
end player
player name Abdullah Kotlyar
ovr 82
pos RB
26 DRI
23 FIN
23 PAS
85 TAC
75 HEA
87 MAR
PAC 78
PHY 74
ATT 27
DEF 83
ssnGoals 0
cGoals 0
end player
player name Ernesto Pond
ovr 85
pos ST
95 DRI
89 FIN
77 PAS
26 TAC
23 HEA
24 MAR
PAC 39
PHY 80
ATT 92
DEF 24
ssnGoals 50
cGoals 109
end player
player name Manuel Izzi
ovr 83
pos CM
82 DRI
76 FIN
94 PAS
55 TAC
54 HEA
61 MAR
PAC 53
PHY 32
ATT 88
DEF 56
ssnGoals 0
cGoals 0
end player
end team Ooltewah FC
team Waldport FC
stadium Waldport Lane
teamAvg 80
formation 451
gp 30
gs 33
ga 46
gd -13
pts 31
player name Elian Pixler
ovr 77
pos GK
32 DRI
32 FIN
35 PAS
78 TAC
65 HEA
71 MAR
PAC 66
PHY 92
ATT 31
DEF 74
ssnGoals 0
cGoals 0
end player
player name Zachariah Federman
ovr 81
pos RB
30 DRI
20 FIN
25 PAS
74 TAC
87 HEA
90 MAR
PAC 94
PHY 39
ATT 25
DEF 88
ssnGoals 0
cGoals 0
end player
player name Abraham Mazin
ovr 77
pos CB
28 DRI
31 FIN
29 PAS
78 TAC
73 HEA
65 MAR
PAC 88
PHY 93
ATT 29
DEF 74
ssnGoals 0
cGoals 0
end player
player name Austin Lingle
ovr 80
pos CB
21 DRI
28 FIN
22 PAS
72 TAC
79 HEA
89 MAR
PAC 90
PHY 59
ATT 27
DEF 83
ssnGoals 0
cGoals 0
end player
player name Wilder Thieman
ovr 83
pos LB
20 DRI
21 FIN
24 PAS
80 TAC
89 HEA
76 MAR
PAC 94
PHY 60
ATT 24
DEF 86
ssnGoals 16
cGoals 49
end player
player name Arturo Stidham
ovr 78
pos CM
79 DRI
67 FIN
72 PAS
53 TAC
54 HEA
56 MAR
PAC 94
PHY 94
ATT 75
DEF 56
ssnGoals 0
cGoals 0
end player
player name Yehuda Verdon
ovr 81
pos CM
59 DRI
61 FIN
60 PAS
90 TAC
76 HEA
92 MAR
PAC 94
PHY 36
ATT 58
DEF 88
ssnGoals 15
cGoals 32
end player
player name Creed Welhouse
ovr 82
pos RM
88 DRI
84 FIN
73 PAS
53 TAC
53 HEA
53 MAR
PAC 67
PHY 80
ATT 84
DEF 52
ssnGoals 0
cGoals 0
end player
player name Caiden Geary
ovr 82
pos LM
67 DRI
81 FIN
87 PAS
52 TAC
49 HEA
48 MAR
PAC 75
PHY 75
ATT 83
DEF 51
ssnGoals 0
cGoals 0
end player
player name Ariel Hinckle
ovr 80
pos ST
76 DRI
79 FIN
85 PAS
24 TAC
18 HEA
20 MAR
PAC 76
PHY 64
ATT 80
DEF 22
ssnGoals 0
cGoals 0
end player
player name Dwayne Elzie
ovr 78
pos ST
69 DRI
80 FIN
83 PAS
29 TAC
26 HEA
29 MAR
PAC 66
PHY 33
ATT 80
DEF 29
ssnGoals 0
cGoals 0
end player
player name Ellis Wiatrowski
ovr 85
pos LM
60 DRI
60 FIN
61 PAS
84 TAC
80 HEA
85 MAR
PAC 94
PHY 94
ATT 58
DEF 83
ssnGoals 21
cGoals 39
end player
player name Elijah Neth
ovr 79
pos LM
76 DRI
68 FIN
81 PAS
53 TAC
53 HEA
51 MAR
PAC 75
PHY 94
ATT 79
DEF 54
ssnGoals 0
cGoals 0
end player
player name Koda Goulding
ovr 83
pos ST
81 DRI
84 FIN
69 PAS
33 TAC
33 HEA
30 MAR
PAC 93
PHY 39
ATT 81
DEF 31
ssnGoals 21
cGoals 33
end player
player name Ahmir Yunk
ovr 81
pos RM
83 DRI
65 FIN
80 PAS
50 TAC
56 HEA
46 MAR
PAC 94
PHY 66
ATT 78
DEF 51
ssnGoals 0
cGoals 0
end player
player name Trey McConahy
ovr 76
pos ST
64 DRI
76 FIN
72 PAS
28 TAC
22 HEA
23 MAR
PAC 84
PHY 71
ATT 74
DEF 23
ssnGoals 0
cGoals 0
end player
player name Vincent Lacosse
ovr 80
pos CM
80 DRI
68 FIN
72 PAS
56 TAC
55 HEA
59 MAR
PAC 93
PHY 65
ATT 77
DEF 54
ssnGoals 0
cGoals 0
end player
player name Evan Schieber
ovr 79
pos GK
29 DRI
25 FIN
26 PAS
72 TAC
68 HEA
82 MAR
PAC 63
PHY 91
ATT 27
DEF 77
ssnGoals 0
cGoals 0
end player
player name Lucas Dueck
ovr 82
pos CB
25 DRI
23 FIN
26 PAS
95 TAC
94 HEA
74 MAR
PAC 94
PHY 35
ATT 26
DEF 89
ssnGoals 4
cGoals 4
end player
player name Kian Birrer
ovr 80
pos RM
84 DRI
74 FIN
63 PAS
49 TAC
37 HEA
48 MAR
PAC 88
PHY 83
ATT 78
DEF 44
ssnGoals 0
cGoals 0
end player
player name Roger Berko
ovr 80
pos RB
24 DRI
20 FIN
20 PAS
70 TAC
82 HEA
76 MAR
PAC 90
PHY 76
ATT 24
DEF 80
ssnGoals 0
cGoals 0
end player
player name Yusuf McNease
ovr 83
pos LB
26 DRI
23 FIN
27 PAS
76 TAC
85 HEA
74 MAR
PAC 76
PHY 91
ATT 26
DEF 81
ssnGoals 0
cGoals 0
end player
player name Dominic Reinstein
ovr 82
pos RM
88 DRI
78 FIN
91 PAS
53 TAC
48 HEA
48 MAR
PAC 38
PHY 80
ATT 89
DEF 50
ssnGoals 0
cGoals 0
end player
player name Wilson Simo
ovr 82
pos GK
26 DRI
32 FIN
27 PAS
82 TAC
71 HEA
79 MAR
PAC 59
PHY 93
ATT 26
DEF 80
ssnGoals 0
cGoals 0
end player
player name Cairo Pruner
ovr 79
pos ST
76 DRI
71 FIN
81 PAS
22 TAC
26 HEA
25 MAR
PAC 89
PHY 87
ATT 77
DEF 26
ssnGoals 0
cGoals 0
end player
end team Waldport FC
team Shelburne Falls City
stadium Shelburne Falls Stadium
teamAvg 78
formation 541
gp 30
gs 30
ga 40
gd -10
pts 33
player name Byron Kreisman
ovr 80
pos GK
20 DRI
23 FIN
21 PAS
80 TAC
70 HEA
85 MAR
PAC 73
PHY 75
ATT 23
DEF 80
ssnGoals 0
cGoals 0
end player
player name Bennett Zychowski
ovr 79
pos RB
25 DRI
29 FIN
29 PAS
81 TAC
65 HEA
86 MAR
PAC 90
PHY 69
ATT 27
DEF 80
ssnGoals 0
cGoals 0
end player
player name Bishop Dahillov
ovr 77
pos CB
19 DRI
27 FIN
21 PAS
83 TAC
73 HEA
87 MAR
PAC 87
PHY 35
ATT 22
DEF 84
ssnGoals 0
cGoals 0
end player
player name Gabriel Uyehara
ovr 86
pos CB
31 DRI
34 FIN
35 PAS
87 TAC
91 HEA
69 MAR
PAC 41
PHY 88
ATT 35
DEF 85
ssnGoals 9
cGoals 18
end player
player name Jesse Ruybal
ovr 76
pos LB
21 DRI
25 FIN
27 PAS
61 TAC
75 HEA
77 MAR
PAC 78
PHY 93
ATT 24
DEF 73
ssnGoals 12
cGoals 38
end player
player name Jude McKenny
ovr 72
pos CM
68 DRI
79 FIN
81 PAS
56 TAC
56 HEA
48 MAR
PAC 35
PHY 74
ATT 78
DEF 52
ssnGoals 0
cGoals 0
end player
player name Raul Frelinghuysen
ovr 79
pos CM
53 DRI
53 FIN
49 PAS
61 TAC
83 HEA
82 MAR
PAC 85
PHY 70
ATT 52
DEF 80
ssnGoals 6
cGoals 18
end player
player name Reece Goulding
ovr 81
pos RM
83 DRI
70 FIN
85 PAS
65 TAC
60 HEA
58 MAR
PAC 72
PHY 90
ATT 82
DEF 60
ssnGoals 0
cGoals 0
end player
player name Harold Gorsuch
ovr 75
pos LM
75 DRI
61 FIN
73 PAS
37 TAC
36 HEA
43 MAR
PAC 94
PHY 63
ATT 71
DEF 43
ssnGoals 0
cGoals 0
end player
player name Colton Satow
